TIME,RPM,RPM_motor_/_Cardan,TPS,Posição_do_acelerador,RPM_cardan,Ponto_de_ignição,MAP,Sonda_Geral,RPM_do_câmbio,2-step,Largada_validada,Marcha,Vazão_da_bancada_A,Fluxo_total_de_combustível,Ângulo_da_Fase_de_Injeção,Pressão_diferencial_de_combustível,Abertura_bicos_A,Tempo_de_Injeção_Banco_A,Temp._do_motor,Temp._do_Ar,Pressão_de_Óleo,Pressão_de_Combustível,Temperatura_do_óleo,Tensão_da_Bateria,Dwell_de_ignição,Eletroventilador_1_-_Enriquecimento,Pressão_do_freio,Sinal_de_sincronia_do_motor,Corte_na_desaceleração_(cutoff),Partida_do_motor,Lenta,Primeiro_pulso_de_partida,Injeção_rápida_e_de_decaimento,Ignição_(Cil_1),Ignição_(Cil_2),Ajuste_ativo,Tanque
0.020,1970,3.803,0.0,0.0,519,1.95,-0.25,0.000,818,OFF,OFF,2,3.28,3.28,358.73,3.34,4.20,2.570,85.4,29.2,2.17,3.09,-20.0,12.75,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.95,1.95,2,0.0
0.060,2037,3.678,0.0,0.0,554,1.72,-0.25,0.000,822,OFF,OFF,3,3.36,3.36,359.37,3.34,4.22,2.563,85.4,29.3,2.20,3.09,-20.0,12.80,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.72,1.72,2,0.0
0.100,2037,3.855,0.0,0.0,528,1.26,-0.25,0.000,822,OFF,OFF,2,3.43,3.43,361.60,3.34,4.38,2.576,85.4,29.3,2.19,3.09,-20.0,12.76,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.26,1.26,2,0.0
0.140,1977,3.822,0.0,0.0,517,1.90,-0.25,0.000,818,OFF,OFF,2,3.30,3.30,358.86,3.34,4.22,2.569,85.4,29.3,2.14,3.09,-20.0,12.75,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.90,1.90,2,0.0
0.180,2021,3.674,0.0,0.0,550,1.39,-0.25,0.000,817,OFF,OFF,3,3.36,3.36,360.67,3.34,4.30,2.563,85.4,29.3,2.23,3.10,-20.0,12.77,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.39,1.39,2,0.0
0.220,2003,3.791,0.0,0.0,528,1.40,-0.25,0.000,807,OFF,OFF,2,3.43,3.43,361.77,3.34,4.38,2.576,85.4,29.3,2.17,3.09,-20.0,12.72,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.40,1.40,2,0.0
0.260,1990,3.729,0.0,0.0,534,1.49,-0.25,0.000,806,OFF,OFF,2,3.36,3.36,359.63,3.34,4.30,2.569,85.4,29.3,2.16,3.09,-20.0,12.74,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.49,1.49,2,0.0
0.300,2003,3.737,0.0,0.0,536,1.42,-0.25,0.000,812,OFF,OFF,2,3.36,3.36,360.18,3.34,4.30,2.562,85.4,29.3,2.15,3.10,-20.0,12.78,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.42,1.42,2,0.0
0.340,1983,3.759,0.0,0.0,528,1.52,-0.25,0.000,812,OFF,OFF,2,3.36,3.36,359.41,3.34,4.21,2.569,85.4,29.3,2.16,3.09,-20.0,12.78,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.52,1.52,2,0.0
0.380,1980,3.771,0.0,0.0,525,1.62,-0.25,0.000,810,OFF,OFF,2,3.35,3.35,359.14,3.34,4.20,2.569,85.4,29.3,2.13,3.09,-20.0,12.75,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.62,1.62,2,0.0
0.420,1985,3.714,0.0,0.0,535,2.24,-0.25,0.000,809,OFF,OFF,3,3.29,3.29,358.06,3.34,4.21,2.564,85.4,29.3,2.12,3.09,-20.0,12.78,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.24,2.24,2,0.0
0.460,2028,3.751,0.0,0.0,541,1.18,-0.25,0.000,802,OFF,OFF,3,3.36,3.36,359.66,3.34,4.31,2.579,85.4,29.3,2.20,3.09,-20.0,12.75,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.18,1.18,2,0.0
0.500,1996,3.825,0.0,0.0,522,1.39,-0.25,0.000,803,OFF,OFF,2,3.36,3.36,360.08,3.34,4.31,2.571,85.4,29.3,2.12,3.09,-20.0,12.74,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.39,1.39,2,0.0
0.540,1964,3.685,0.0,0.0,533,2.09,-0.25,0.000,810,OFF,OFF,3,3.29,3.29,358.70,3.34,4.21,2.563,85.4,29.3,2.12,3.10,-20.0,12.79,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.09,2.09,2,0.0
0.580,1923,3.803,0.0,0.0,506,2.11,-0.25,0.000,807,OFF,OFF,2,3.28,3.28,357.93,3.34,4.19,2.578,85.4,29.3,2.06,3.09,-20.0,12.79,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.11,2.11,2,0.0
0.620,1893,3.888,0.0,0.0,487,2.85,-0.24,0.000,807,OFF,OFF,2,3.20,3.20,355.73,3.33,4.10,2.580,85.4,29.2,2.02,3.09,-20.0,12.78,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.85,2.85,2,0.0
0.660,1853,3.741,0.0,0.0,495,3.37,-0.24,0.000,796,OFF,OFF,3,3.12,3.12,354.08,3.34,4.01,2.590,85.4,29.1,1.95,3.09,-20.0,12.78,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,3.37,3.37,2,0.0
0.700,1823,3.615,0.0,0.0,505,3.27,-0.24,0.000,795,OFF,OFF,2,3.11,3.11,352.67,3.33,3.99,2.615,85.4,29.0,2.03,3.09,-20.0,12.76,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,3.27,3.27,2,0.0
0.740,1862,3.833,0.0,0.0,486,2.67,-0.24,0.000,793,OFF,OFF,2,3.18,3.18,354.66,3.33,4.07,2.614,85.4,28.9,1.92,3.09,-20.0,12.75,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.67,2.67,2,0.0
0.780,1770,3.812,0.0,0.0,465,5.09,-0.24,0.000,793,OFF,OFF,2,3.06,3.06,351.25,3.33,3.94,2.651,85.4,28.8,1.91,3.09,-20.0,12.74,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,5.09,5.09,2,0.0
0.820,1799,3.528,0.0,0.0,511,4.29,-0.23,0.000,782,OFF,OFF,3,3.15,3.15,351.97,3.32,4.03,2.688,85.4,28.7,2.03,3.09,-20.0,12.74,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,4.29,4.29,2,0.0
0.860,1898,3.653,0.0,0.0,520,1.88,-0.24,0.000,780,OFF,OFF,3,3.35,3.35,356.53,3.33,4.28,2.666,85.4,28.7,2.05,3.10,-20.0,12.75,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.88,1.88,2,0.0
0.900,1828,3.711,0.0,0.0,493,3.37,-0.24,0.000,762,OFF,OFF,2,3.33,3.33,355.71,3.33,4.18,2.669,85.4,28.7,1.96,3.09,-20.0,12.74,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,3.37,3.37,2,0.0
0.940,1890,3.918,0.0,0.0,483,2.49,-0.24,0.000,760,OFF,OFF,2,3.21,3.21,353.15,3.33,4.04,2.671,85.4,28.7,2.06,3.09,-20.0,12.74,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.49,2.49,2,0.0
0.980,1965,3.745,0.0,0.0,525,0.98,-0.24,0.000,756,OFF,OFF,3,3.41,3.41,358.53,3.33,4.36,2.669,85.5,28.7,2.09,3.09,-20.0,12.75,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,0.98,0.98,2,0.0
1.020,1869,3.746,0.0,0.0,499,2.51,-0.24,0.000,755,OFF,OFF,2,3.28,3.28,355.08,3.33,4.20,2.668,85.4,28.7,1.96,3.09,-20.0,12.75,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.51,2.51,2,0.0
1.060,1804,3.747,0.0,0.0,482,4.10,-0.23,0.000,747,OFF,OFF,2,3.14,3.14,352.09,3.33,4.03,2.672,85.4,28.7,1.98,3.09,-20.0,12.78,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,4.10,4.10,2,0.0
1.100,1982,3.670,0.0,0.0,541,2.44,-0.24,0.000,746,OFF,OFF,3,3.35,3.35,355.46,3.33,4.21,2.692,85.4,28.7,2.18,3.09,-20.0,12.78,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.44,2.44,2,0.0
1.140,1896,3.628,0.0,0.0,523,2.23,-0.24,0.000,741,OFF,OFF,3,3.29,3.29,355.70,3.33,4.14,2.645,85.4,28.7,2.01,3.09,-20.0,12.75,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.23,2.23,2,0.0
1.180,1867,3.737,0.0,0.0,500,2.71,-0.24,0.000,740,OFF,OFF,3,3.21,3.21,354.19,3.33,4.12,2.660,85.4,28.7,2.06,3.09,-20.0,12.79,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.71,2.71,2,0.0
1.220,1993,3.992,0.0,0.0,500,0.68,-0.24,0.000,746,OFF,OFF,2,3.49,3.49,359.20,3.33,4.37,2.670,85.4,28.7,2.25,3.09,-20.0,12.79,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,0.68,0.68,2,0.0
1.260,2043,3.753,0.0,0.0,544,0.68,-0.24,0.000,747,OFF,OFF,2,3.50,3.50,361.62,3.33,4.46,2.620,85.4,28.8,2.12,3.09,-20.0,12.75,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,0.68,0.68,2,0.0
1.300,1984,3.799,0.0,0.0,522,1.26,-0.24,0.000,749,OFF,OFF,2,3.30,3.30,357.88,3.33,4.22,2.604,85.4,28.8,2.14,3.09,-20.0,12.78,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.26,1.26,2,0.0
1.340,2095,3.635,0.0,0.0,577,0.91,-0.24,0.000,749,OFF,OFF,2,3.38,3.38,359.83,3.34,4.33,2.609,85.4,28.9,2.33,3.09,-20.0,12.78,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,0.91,0.91,2,0.0
1.380,2034,3.662,0.0,0.0,555,1.08,-0.24,0.000,750,OFF,OFF,3,3.45,3.45,361.78,3.33,4.41,2.591,85.4,29.0,2.12,3.09,-20.0,12.73,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.08,1.08,2,0.0
1.420,1987,3.731,0.0,0.0,533,1.61,-0.25,0.000,750,OFF,OFF,2,3.39,3.39,359.72,3.34,4.26,2.574,85.4,29.1,2.23,3.10,-20.0,12.78,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.61,1.61,2,0.0
1.460,2099,3.740,0.0,0.0,562,1.34,-0.25,0.000,762,OFF,OFF,2,3.52,3.52,363.32,3.34,4.48,2.578,85.4,29.2,2.27,3.09,-20.0,12.77,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.34,1.34,2,0.0
1.500,1992,3.714,0.0,0.0,536,2.00,-0.25,0.000,764,OFF,OFF,3,3.31,3.31,359.37,3.34,4.24,2.561,85.4,29.3,2.13,3.09,-20.0,12.76,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.00,2.00,2,0.0
1.540,2054,3.609,0.0,0.0,570,1.58,-0.25,0.000,772,OFF,OFF,2,3.43,3.43,361.85,3.34,4.38,2.561,85.4,29.3,2.23,3.09,-20.0,12.75,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.58,1.58,2,0.0
1.580,2046,3.639,0.0,0.0,562,1.70,-0.25,0.000,773,OFF,OFF,2,3.37,3.37,361.77,3.34,4.32,2.551,85.4,29.4,2.24,3.09,-20.0,12.75,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.70,1.70,2,0.0
1.620,1970,3.712,0.0,0.0,531,2.38,-0.25,0.000,780,OFF,OFF,3,3.30,3.30,358.74,3.34,4.22,2.557,85.4,29.4,2.11,3.09,-20.0,12.74,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.38,2.38,2,0.0
1.660,2037,3.929,0.0,0.0,519,1.71,-0.25,0.000,784,OFF,OFF,2,3.43,3.43,361.51,3.34,4.31,2.551,85.4,29.4,2.21,3.09,-20.0,12.75,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.71,1.71,2,0.0
1.700,2084,3.784,0.0,0.0,551,1.80,-0.25,0.000,803,OFF,OFF,2,3.52,3.52,363.83,3.35,4.48,2.558,85.5,29.4,2.21,3.10,-20.0,12.74,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.80,1.80,2,0.0
1.740,1967,3.744,0.0,0.0,526,2.35,-0.25,0.000,806,OFF,OFF,2,3.30,3.30,359.10,3.34,4.23,2.558,85.4,29.4,2.05,3.09,-20.0,12.75,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.35,2.35,2,0.0
1.780,2021,3.974,0.0,0.0,509,1.58,-0.25,0.000,822,OFF,OFF,2,3.22,3.22,357.63,3.35,4.13,2.552,85.4,29.4,2.16,3.10,-20.0,12.75,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.58,1.58,2,0.0
1.820,2045,3.694,0.0,0.0,554,1.59,-0.25,0.000,827,OFF,OFF,2,3.42,3.42,361.91,3.34,4.38,2.560,85.5,29.4,2.21,3.09,-20.0,12.74,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.59,1.59,2,0.0
1.860,2000,3.783,0.0,0.0,529,1.68,-0.25,0.000,828,OFF,OFF,2,3.38,3.38,360.18,3.34,4.25,2.559,85.5,29.4,2.15,3.09,-20.0,12.75,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.68,1.68,2,0.0
1.900,2104,3.694,0.0,0.0,570,1.69,-0.25,0.000,842,OFF,OFF,3,3.45,3.45,362.54,3.35,4.40,2.550,85.5,29.4,2.24,3.10,-20.0,12.76,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.69,1.69,2,0.0
1.940,2074,3.718,0.0,0.0,558,1.79,-0.25,0.000,845,OFF,OFF,2,3.45,3.45,362.89,3.35,4.41,2.542,85.4,29.4,2.26,3.09,-20.0,12.75,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.79,1.79,2,0.0
1.980,2020,3.763,0.0,0.0,537,1.73,-0.25,0.000,853,OFF,OFF,2,3.39,3.39,360.76,3.35,4.26,2.549,85.4,29.5,2.18,3.09,-20.0,12.74,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.73,1.73,2,0.0
2.020,2099,3.644,0.0,0.0,576,1.88,-0.25,0.000,853,OFF,OFF,2,3.52,3.52,363.95,3.34,4.49,2.542,85.4,29.5,2.27,3.09,-20.0,12.75,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.88,1.88,2,0.0
2.060,2037,3.705,0.0,0.0,550,1.96,-0.25,0.000,855,OFF,OFF,3,3.38,3.38,361.46,3.35,4.32,2.526,85.4,29.5,2.21,3.10,-20.0,12.78,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.96,1.96,2,0.0
2.100,2002,3.793,0.0,0.0,528,1.90,-0.25,0.000,868,OFF,OFF,2,3.30,3.30,360.06,3.34,4.22,2.539,85.5,29.5,2.19,3.09,-20.0,12.73,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.90,1.90,2,0.0
2.140,2058,3.678,0.0,0.0,560,1.83,-0.25,0.000,870,OFF,OFF,3,3.42,3.42,362.34,3.34,4.38,2.539,85.5,29.5,2.21,3.09,-20.0,12.75,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.83,1.83,2,0.0
2.180,2058,3.797,0.0,0.0,542,1.94,-0.25,0.000,875,OFF,OFF,2,3.42,3.42,362.29,3.35,4.37,2.540,85.5,29.5,2.20,3.10,-20.0,12.75,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.94,1.94,2,0.0
2.220,1992,3.840,0.0,0.0,519,1.96,-0.25,0.000,874,OFF,OFF,2,3.29,3.29,359.01,3.34,4.21,2.548,85.4,29.5,2.14,3.09,-20.0,12.75,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.96,1.96,2,0.0
2.260,1984,3.793,0.0,0.0,523,1.92,-0.25,0.000,864,OFF,OFF,2,3.29,3.29,359.36,3.34,4.20,2.550,85.5,29.5,2.14,3.09,-20.0,12.78,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.92,1.92,2,0.0
2.300,1942,3.761,0.0,0.0,516,2.75,-0.25,0.000,864,OFF,OFF,2,3.22,3.22,357.80,3.34,4.11,2.552,85.5,29.4,2.11,3.09,-20.0,12.79,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.75,2.75,2,0.0
2.340,1919,3.616,0.0,0.0,531,2.94,-0.25,0.000,864,OFF,OFF,2,3.21,3.21,356.91,3.34,4.11,2.569,85.5,29.3,2.08,3.09,-20.0,12.76,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.94,2.94,2,0.0
2.380,1930,3.766,0.0,0.0,513,2.08,-0.25,0.000,860,OFF,OFF,2,3.28,3.28,357.91,3.34,4.19,2.572,85.5,29.3,2.08,3.09,-20.0,12.76,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.08,2.08,2,0.0
2.420,1894,3.806,0.0,0.0,498,2.78,-0.24,0.000,859,OFF,OFF,2,3.20,3.20,355.79,3.34,4.11,2.589,85.5,29.2,2.07,3.09,-20.0,12.75,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.78,2.78,2,0.0
2.460,1867,3.744,0.0,0.0,499,2.70,-0.24,0.000,850,OFF,OFF,2,3.19,3.19,354.63,3.33,4.02,2.606,85.5,29.1,2.01,3.09,-20.0,12.73,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.70,2.70,2,0.0
2.500,1917,3.738,0.0,0.0,513,1.92,-0.24,0.000,849,OFF,OFF,2,3.27,3.27,356.68,3.34,4.18,2.602,85.5,29.0,2.07,3.09,-20.0,12.75,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.92,1.92,2,0.0
2.540,1909,3.838,0.0,0.0,498,1.71,-0.24,0.000,851,OFF,OFF,2,3.28,3.28,356.43,3.33,4.20,2.618,85.5,29.0,2.02,3.09,-20.0,12.74,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.71,1.71,2,0.0
2.580,1890,3.698,0.0,0.0,511,2.07,-0.24,0.000,850,OFF,OFF,2,3.28,3.28,355.57,3.33,4.12,2.627,85.5,28.9,2.01,3.09,-20.0,12.74,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.07,2.07,2,0.0
2.620,1962,3.699,0.0,0.0,530,1.51,-0.24,0.000,839,OFF,OFF,3,3.29,3.29,356.73,3.34,4.20,2.613,85.5,28.9,2.14,3.10,-20.0,12.77,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.51,1.51,2,0.0
2.660,1980,3.804,0.0,0.0,521,0.53,-0.24,0.000,836,OFF,OFF,2,3.36,3.36,358.71,3.33,4.29,2.619,85.5,28.9,2.10,3.09,-20.0,12.76,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,0.53,0.53,2,0.0
2.700,1917,3.805,0.0,0.0,504,1.58,-0.24,0.000,818,OFF,OFF,2,3.29,3.29,356.73,3.33,4.21,2.611,85.5,28.9,2.03,3.09,-20.0,12.76,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.58,1.58,2,0.0
2.740,1899,3.677,0.0,0.0,516,2.04,-0.24,0.000,811,OFF,OFF,3,3.28,3.28,356.05,3.33,4.12,2.604,85.5,28.9,2.08,3.09,-20.0,12.79,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.04,2.04,2,0.0
2.780,1923,3.693,0.0,0.0,521,1.51,-0.24,0.000,810,OFF,OFF,3,3.34,3.34,357.01,3.33,4.20,2.625,85.5,28.9,2.06,3.09,-20.0,12.76,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.51,1.51,2,0.0
2.820,1859,3.703,0.0,0.0,502,1.63,-0.24,0.000,799,OFF,OFF,2,3.27,3.27,356.53,3.33,4.19,2.614,85.5,28.9,2.00,3.09,-20.0,12.76,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.63,1.63,2,0.0
2.860,1895,3.904,0.0,0.0,486,1.97,-0.24,0.000,798,OFF,OFF,2,3.27,3.27,355.84,3.33,4.19,2.631,85.5,28.9,2.04,3.09,-20.0,12.75,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.97,1.97,2,0.0
2.900,1899,3.667,0.0,0.0,518,2.01,-0.24,0.000,783,OFF,OFF,3,3.28,3.28,355.94,3.33,4.20,2.639,85.5,28.8,2.03,3.09,-20.0,12.74,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.01,2.01,2,0.0
2.940,1865,3.742,0.0,0.0,498,2.64,-0.24,0.000,781,OFF,OFF,2,3.20,3.20,354.56,3.33,4.11,2.634,85.5,28.8,2.01,3.10,-20.0,12.76,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.64,2.64,2,0.0
2.980,1845,3.832,0.0,0.0,482,3.17,-0.24,0.000,780,OFF,OFF,2,3.20,3.20,353.40,3.33,4.02,2.655,85.5,28.8,2.07,3.09,-20.0,12.78,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,3.17,3.17,2,0.0
3.020,1935,3.687,0.0,0.0,525,1.61,-0.24,0.000,780,OFF,OFF,2,3.34,3.34,356.96,3.33,4.26,2.657,85.5,28.7,2.09,3.09,-20.0,12.76,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.61,1.61,2,0.0
3.060,1935,3.814,0.0,0.0,507,1.47,-0.24,0.000,774,OFF,OFF,2,3.35,3.35,357.34,3.33,4.27,2.644,85.5,28.7,2.04,3.09,-20.0,12.77,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.47,1.47,2,0.0
3.100,1886,3.850,0.0,0.0,490,2.36,-0.24,0.000,773,OFF,OFF,2,3.28,3.28,354.73,3.33,4.11,2.664,85.5,28.7,2.03,3.09,-20.0,12.76,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.36,2.36,2,0.0
3.140,1905,3.743,0.0,0.0,509,1.96,-0.24,0.000,762,OFF,OFF,2,3.35,3.35,356.23,3.33,4.19,2.659,85.5,28.7,2.08,3.09,-20.0,12.75,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.96,1.96,2,0.0
3.180,1885,3.755,0.0,0.0,502,2.28,-0.24,0.000,760,OFF,OFF,2,3.29,3.29,355.58,3.33,4.20,2.668,85.5,28.7,2.02,3.09,-20.0,12.75,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.28,2.28,2,0.0
3.220,1853,3.796,0.0,0.0,489,2.88,-0.24,0.000,760,OFF,OFF,2,3.23,3.23,354.36,3.32,4.15,2.675,85.5,28.7,2.03,3.09,-20.0,12.75,4.58,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.88,2.88,2,0.0
3.260,1979,3.647,0.0,0.0,543,0.85,-0.24,0.000,760,OFF,OFF,3,3.45,3.45,359.21,3.33,4.41,2.660,85.5,28.7,2.23,3.10,-20.0,12.77,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,0.85,0.85,2,0.0
3.300,2035,3.725,0.0,0.0,546,0.46,-0.24,0.000,750,OFF,OFF,3,3.53,3.53,361.37,3.33,4.42,2.624,85.5,28.7,2.21,3.09,-20.0,12.75,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,0.46,0.46,2,0.0
3.340,2020,3.813,0.0,0.0,530,0.57,-0.24,0.000,749,OFF,OFF,2,3.45,3.45,360.59,3.33,4.39,2.608,85.5,28.8,2.17,3.09,-20.0,12.75,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,0.57,0.57,2,0.0
3.380,2068,3.769,0.0,0.0,549,1.08,-0.24,0.000,738,OFF,OFF,2,3.52,3.52,362.53,3.33,4.48,2.598,85.5,29.0,2.25,3.09,-20.0,12.78,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.08,1.08,2,0.0
3.420,2062,3.815,0.0,0.0,540,1.23,-0.25,0.000,736,OFF,OFF,2,3.52,3.52,362.86,3.34,4.48,2.581,85.5,29.1,2.17,3.10,-20.0,12.80,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.23,1.23,2,0.0
3.460,1959,3.768,0.0,0.0,520,1.96,-0.25,0.000,741,OFF,OFF,2,3.37,3.37,359.53,3.34,4.30,2.579,85.5,29.1,2.07,3.09,-20.0,12.77,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.96,1.96,2,0.0
3.500,1995,3.603,0.0,0.0,554,1.12,-0.25,0.000,742,OFF,OFF,2,3.29,3.29,358.30,3.34,4.22,2.573,85.5,29.2,2.21,3.09,-20.0,12.79,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.12,1.12,2,0.0
3.540,1983,3.731,0.0,0.0,532,1.21,-0.25,0.000,747,OFF,OFF,2,3.36,3.36,359.62,3.34,4.29,2.580,85.5,29.2,2.07,3.09,-20.0,12.78,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.21,1.21,2,0.0
3.580,1929,3.771,0.0,0.0,512,2.10,-0.24,0.000,748,OFF,OFF,2,3.30,3.30,357.42,3.34,4.15,2.587,85.5,29.2,2.10,3.09,-20.0,12.77,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.10,2.10,2,0.0
3.620,2008,3.608,0.0,0.0,557,1.13,-0.24,0.000,753,OFF,OFF,3,3.36,3.36,359.59,3.34,4.29,2.581,85.5,29.2,2.16,3.09,-20.0,12.78,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.13,1.13,2,0.0
3.660,1969,3.676,0.0,0.0,536,1.56,-0.24,0.000,754,OFF,OFF,3,3.30,3.30,358.69,3.33,4.21,2.582,85.5,29.1,2.10,3.09,-20.0,12.76,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.56,1.56,2,0.0
3.700,1870,3.655,0.0,0.0,512,2.94,-0.24,0.000,768,OFF,OFF,3,3.16,3.16,354.76,3.33,4.04,2.598,85.5,29.1,1.97,3.09,-20.0,12.75,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.94,2.94,2,0.0
