TIME,RPM,RPM_motor_/_Cardan,TPS,Posição_do_acelerador,RPM_cardan,Ponto_de_ignição,MAP,Sonda_Geral,RPM_do_câmbio,2-step,Largada_validada,Marcha,Vazão_da_bancada_A,Fluxo_total_de_combustível,Ângulo_da_Fase_de_Injeção,Pressão_diferencial_de_combustível,Abertura_bicos_A,Tempo_de_Injeção_Banco_A,Temp._do_motor,Temp._do_Ar,Pressão_de_Óleo,Pressão_de_Combustível,Temperatura_do_óleo,Tensão_da_Bateria,Dwell_de_ignição,Eletroventilador_1_-_Enriquecimento,Pressão_do_freio,Sinal_de_sincronia_do_motor,Corte_na_desaceleração_(cutoff),Partida_do_motor,Lenta,Primeiro_pulso_de_partida,Injeção_rápida_e_de_decaimento,Ignição_(Cil_1),Ignição_(Cil_2),Ajuste_ativo,Tanque
197.980,2036,3.026,0.0,0.0,673,1.52,-0.25,0.000,854,OFF,OFF,4,3.43,3.43,361.52,3.33,4.39,2.561,86.7,29.4,2.14,3.08,-20.0,12.78,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.52,1.52,2,0.0
198.020,1967,3.068,0.0,0.0,641,2.28,-0.25,0.000,855,OFF,OFF,4,3.30,3.30,358.67,3.33,4.22,2.553,86.7,29.3,2.07,3.09,-20.0,12.80,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.28,2.28,2,0.0
198.060,1938,2.960,0.0,0.0,655,2.59,-0.25,0.000,864,OFF,OFF,4,3.28,3.28,357.33,3.33,4.12,2.567,86.7,29.3,2.03,3.09,-20.0,12.77,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.59,2.59,2,0.0
198.100,1981,3.024,0.0,0.0,655,1.53,-0.25,0.000,863,OFF,OFF,4,3.35,3.35,359.04,3.33,4.20,2.570,86.7,29.3,2.10,3.09,-20.0,12.79,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.53,1.53,2,0.0
198.140,1973,3.141,0.0,0.0,628,1.60,-0.25,0.000,859,OFF,OFF,3,3.36,3.36,359.20,3.34,4.28,2.579,86.7,29.2,2.01,3.09,-20.0,12.78,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.60,1.60,2,0.0
198.180,1924,2.890,0.0,0.0,666,2.62,-0.24,0.000,845,OFF,OFF,4,3.22,3.22,356.53,3.33,4.12,2.579,86.7,29.2,2.06,3.08,-20.0,12.77,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.62,2.62,2,0.0
198.220,2000,2.980,0.0,0.0,671,1.01,-0.24,0.000,843,OFF,OFF,4,3.29,3.29,357.33,3.34,4.13,2.580,86.7,29.1,2.11,3.09,-20.0,12.78,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.01,1.01,2,0.0
198.260,2017,3.102,0.0,0.0,650,0.94,-0.25,0.000,845,OFF,OFF,3,3.43,3.43,360.71,3.33,4.29,2.580,86.7,29.1,2.12,3.09,-20.0,12.78,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,0.94,0.94,2,0.0
198.300,1994,3.026,0.0,0.0,659,1.18,-0.25,0.000,844,OFF,OFF,4,3.38,3.38,359.83,3.33,4.31,2.579,86.7,29.1,2.15,3.08,-20.0,12.78,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.18,1.18,2,0.0
198.340,2055,3.013,0.0,0.0,682,1.21,-0.25,0.000,833,OFF,OFF,4,3.44,3.44,361.51,3.34,4.39,2.570,86.7,29.2,2.19,3.09,-20.0,12.77,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.21,1.21,2,0.0
198.380,2023,3.057,0.0,0.0,662,1.30,-0.25,0.000,831,OFF,OFF,4,3.37,3.37,360.95,3.34,4.31,2.561,86.7,29.2,2.11,3.09,-20.0,12.78,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.30,1.30,2,0.0
198.420,2002,2.888,0.0,0.0,693,1.47,-0.25,0.000,819,OFF,OFF,4,3.38,3.38,360.06,3.33,4.32,2.569,86.7,29.3,2.18,3.09,-20.0,12.79,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.47,1.47,2,0.0
198.460,2078,3.029,0.0,0.0,686,1.49,-0.25,0.000,820,OFF,OFF,4,3.51,3.51,363.21,3.33,4.41,2.561,86.7,29.3,2.20,3.09,-20.0,12.77,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.49,1.49,2,0.0
198.500,2033,2.950,0.0,0.0,689,1.59,-0.25,0.000,825,OFF,OFF,3,3.43,3.43,362.62,3.34,4.39,2.559,86.7,29.3,2.15,3.09,-20.0,12.79,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.59,1.59,2,0.0
198.540,2038,2.817,0.0,0.0,724,1.62,-0.25,0.000,825,OFF,OFF,4,3.37,3.37,361.56,3.33,4.31,2.548,86.7,29.4,2.22,3.08,-20.0,12.76,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.62,1.62,2,0.0
198.580,2147,3.026,0.0,0.0,710,1.80,-0.25,0.000,825,OFF,OFF,4,3.58,3.58,365.87,3.34,4.56,2.547,86.7,29.4,2.29,3.09,-20.0,12.78,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.80,1.80,2,0.0
198.620,2156,3.083,0.0,0.0,699,1.98,-0.25,0.000,822,OFF,OFF,3,3.59,3.59,366.21,3.34,4.50,2.525,86.7,29.5,2.22,3.09,-20.0,12.80,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.98,1.98,2,0.0
198.660,2112,2.890,0.0,0.0,732,2.09,-0.25,0.000,822,OFF,OFF,4,3.45,3.45,363.91,3.34,4.41,2.528,86.7,29.6,2.25,3.08,-20.0,12.78,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.09,2.09,2,0.0
198.700,2170,3.000,0.0,0.0,723,2.04,-0.26,0.000,834,OFF,OFF,4,3.58,3.58,366.55,3.34,4.56,2.518,86.7,29.6,2.34,3.08,-20.0,12.76,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.04,2.04,2,0.0
198.740,2092,3.019,0.0,0.0,693,2.20,-0.26,0.000,836,OFF,OFF,3,3.52,3.52,366.06,3.35,4.49,2.503,86.7,29.7,2.19,3.09,-20.0,12.76,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.20,2.20,2,0.0
198.780,2123,2.986,0.0,0.0,711,2.22,-0.26,0.000,840,OFF,OFF,4,3.52,3.52,364.78,3.35,4.41,2.509,86.7,29.8,2.27,3.09,-20.0,12.77,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.22,2.22,2,0.0
198.820,2182,2.956,0.0,0.0,738,2.15,-0.26,0.000,839,OFF,OFF,4,3.59,3.59,367.07,3.34,4.57,2.507,86.7,29.8,2.32,3.08,-20.0,12.78,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.15,2.15,2,0.0
198.860,2161,2.955,0.0,0.0,731,2.38,-0.26,0.000,835,OFF,OFF,4,3.54,3.54,366.44,3.35,4.51,2.490,86.7,29.8,2.27,3.09,-20.0,12.78,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.38,2.38,2,0.0
198.900,2166,3.073,0.0,0.0,705,2.39,-0.26,0.000,851,OFF,OFF,3,3.53,3.53,366.65,3.35,4.50,2.482,86.7,29.9,2.26,3.09,-20.0,12.79,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.39,2.39,2,0.0
198.940,2163,3.029,0.0,0.0,714,2.41,-0.26,0.000,856,OFF,OFF,4,3.53,3.53,366.72,3.35,4.50,2.480,86.7,30.0,2.27,3.09,-20.0,12.78,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.41,2.41,2,0.0
198.980,2124,3.072,0.0,0.0,692,2.51,-0.26,0.000,874,OFF,OFF,3,3.44,3.44,365.07,3.35,4.40,2.480,86.7,30.0,2.23,3.08,-20.0,12.79,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.51,2.51,2,0.0
199.020,2151,2.882,0.0,0.0,747,2.42,-0.26,0.000,876,OFF,OFF,4,3.38,3.38,364.00,3.35,4.33,2.481,86.7,30.0,2.27,3.09,-20.0,12.80,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.42,2.42,2,0.0
199.060,2166,3.041,0.0,0.0,712,2.41,-0.26,0.000,884,OFF,OFF,4,3.52,3.52,367.05,3.35,4.49,2.471,86.7,30.0,2.28,3.09,-20.0,12.78,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.41,2.41,2,0.0
199.100,2065,3.048,0.0,0.0,678,2.65,-0.26,0.000,905,OFF,OFF,4,3.38,3.38,363.03,3.35,4.32,2.478,86.7,30.0,2.17,3.08,-20.0,12.79,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.65,2.65,2,0.0
199.140,2076,2.941,0.0,0.0,706,2.60,-0.26,0.000,909,OFF,OFF,4,3.36,3.36,362.71,3.35,4.30,2.481,86.7,30.0,2.21,3.09,-20.0,12.78,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.60,2.60,2,0.0
199.180,2023,2.997,0.0,0.0,675,2.72,-0.26,0.000,916,OFF,OFF,4,3.29,3.29,360.92,3.35,4.20,2.483,86.7,29.9,2.14,3.09,-20.0,12.81,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.72,2.72,2,0.0
199.220,1994,3.077,0.0,0.0,649,2.99,-0.26,0.000,914,OFF,OFF,3,3.30,3.30,359.81,3.34,4.14,2.501,86.7,29.9,2.17,3.08,-20.0,12.77,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.99,2.99,2,0.0
199.260,2100,2.998,0.0,0.0,701,2.24,-0.26,0.000,904,OFF,OFF,4,3.43,3.43,363.99,3.34,4.39,2.518,86.7,29.8,2.25,3.09,-20.0,12.77,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.24,2.24,2,0.0
199.300,2034,3.043,0.0,0.0,668,2.40,-0.26,0.000,907,OFF,OFF,4,3.30,3.30,361.30,3.35,4.23,2.505,86.7,29.8,2.12,3.09,-20.0,12.80,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.40,2.40,2,0.0
199.340,1976,3.110,0.0,0.0,636,3.65,-0.25,0.000,907,OFF,OFF,4,3.22,3.22,358.21,3.34,4.13,2.519,86.7,29.7,2.18,3.08,-20.0,12.80,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,3.65,3.65,2,0.0
199.380,2158,2.990,0.0,0.0,723,2.25,-0.26,0.000,903,OFF,OFF,4,3.56,3.56,365.46,3.34,4.45,2.518,86.7,29.7,2.33,3.09,-20.0,12.76,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.25,2.25,2,0.0
199.420,2101,3.028,0.0,0.0,694,2.36,-0.26,0.000,901,OFF,OFF,3,3.59,3.59,367.37,3.35,4.56,2.496,86.7,29.7,2.23,3.09,-20.0,12.78,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.36,2.36,2,0.0
199.460,2077,3.076,0.0,0.0,676,2.32,-0.26,0.000,889,OFF,OFF,3,3.44,3.44,363.62,3.35,4.40,2.508,86.7,29.7,2.25,3.09,-20.0,12.78,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.32,2.32,2,0.0
199.500,2175,2.942,0.0,0.0,740,2.24,-0.26,0.000,890,OFF,OFF,4,3.51,3.51,366.70,3.34,4.48,2.499,86.7,29.8,2.37,3.08,-20.0,12.78,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.24,2.24,2,0.0
199.540,2054,2.904,0.0,0.0,707,2.33,-0.26,0.000,890,OFF,OFF,3,3.50,3.50,366.63,3.35,4.47,2.483,86.7,29.9,2.16,3.09,-20.0,12.79,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.33,2.33,2,0.0
199.580,2107,3.141,0.0,0.0,671,2.41,-0.26,0.000,885,OFF,OFF,3,3.43,3.43,364.12,3.35,4.39,2.490,86.7,29.9,2.30,3.09,-20.0,12.78,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.41,2.41,2,0.0
199.620,2188,3.000,0.0,0.0,730,2.27,-0.26,0.000,883,OFF,OFF,3,3.58,3.58,367.32,3.35,4.55,2.488,86.7,29.9,2.32,3.08,-20.0,12.75,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.27,2.27,2,0.0
199.660,2066,2.952,0.0,0.0,700,2.66,-0.26,0.000,871,OFF,OFF,4,3.51,3.51,366.06,3.35,4.47,2.487,86.7,29.9,2.15,3.09,-20.0,12.78,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.66,2.66,2,0.0
199.700,2183,3.145,0.0,0.0,695,2.45,-0.26,0.000,877,OFF,OFF,3,3.53,3.53,367.43,3.35,4.50,2.481,86.7,30.0,2.36,3.09,-20.0,12.78,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.45,2.45,2,0.0
199.740,2255,2.983,0.0,0.0,756,3.19,-0.26,0.000,878,OFF,OFF,4,3.69,3.69,370.63,3.36,4.68,2.471,86.7,30.0,2.37,3.09,-20.0,12.77,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,3.19,3.19,2,0.0
199.780,2127,2.965,0.0,0.0,718,2.64,-0.26,0.000,881,OFF,OFF,4,3.47,3.47,366.83,3.35,4.43,2.461,86.7,30.1,2.24,3.08,-20.0,12.78,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.64,2.64,2,0.0
199.820,2222,3.204,0.0,0.0,694,2.80,-0.26,0.000,881,OFF,OFF,3,3.46,3.46,365.25,3.35,4.35,2.461,86.7,30.1,2.34,3.09,-20.0,12.78,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.80,2.80,2,0.0
199.860,2233,3.076,0.0,0.0,726,2.95,-0.27,0.000,879,OFF,OFF,3,3.59,3.59,369.14,3.35,4.57,2.445,86.7,30.2,2.35,3.09,-20.0,12.80,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.95,2.95,2,0.0
199.900,2236,2.890,0.0,0.0,774,2.77,-0.27,0.000,896,OFF,OFF,4,3.46,3.46,366.84,3.35,4.43,2.449,86.7,30.2,2.38,3.08,-20.0,12.80,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.77,2.77,2,0.0
199.940,2278,3.008,0.0,0.0,757,3.53,-0.27,0.000,899,OFF,OFF,4,3.66,3.66,371.12,3.35,4.66,2.446,86.7,30.3,2.42,3.08,-20.0,12.77,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,3.53,3.53,2,0.0
199.980,2174,3.013,0.0,0.0,722,3.01,-0.27,0.000,914,OFF,OFF,3,3.53,3.53,369.01,3.36,4.50,2.424,86.7,30.3,2.32,3.09,-20.0,12.78,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,3.01,3.01,2,0.0
200.020,2221,2.997,0.0,0.0,741,2.99,-0.27,0.000,917,OFF,OFF,4,3.52,3.52,368.95,3.36,4.49,2.424,86.7,30.4,2.38,3.09,-20.0,12.79,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.99,2.99,2,0.0
200.060,2227,3.042,0.0,0.0,732,2.98,-0.27,0.000,926,OFF,OFF,4,3.53,3.53,369.07,3.36,4.50,2.430,86.7,30.4,2.37,3.09,-20.0,12.78,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.98,2.98,2,0.0
200.100,2180,2.961,0.0,0.0,736,2.81,-0.27,0.000,944,OFF,OFF,3,3.45,3.45,367.21,3.35,4.41,2.429,86.7,30.4,2.30,3.09,-20.0,12.77,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.81,2.81,2,0.0
200.140,2162,3.018,0.0,0.0,717,2.89,-0.27,0.000,947,OFF,OFF,4,3.44,3.44,366.94,3.36,4.40,2.422,86.7,30.4,2.31,3.09,-20.0,12.78,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.89,2.89,2,0.0
200.180,2154,3.074,0.0,0.0,701,2.89,-0.27,0.000,953,OFF,OFF,4,3.44,3.44,366.63,3.36,4.39,2.430,86.7,30.4,2.27,3.09,-20.0,12.76,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.89,2.89,2,0.0
200.220,2053,3.019,0.0,0.0,681,3.29,-0.27,0.000,945,OFF,OFF,4,3.30,3.30,362.43,3.35,4.23,2.448,86.7,30.3,2.13,3.08,-20.0,12.78,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,3.29,3.29,2,0.0
200.260,2152,2.949,0.0,0.0,730,3.14,-0.26,0.000,945,OFF,OFF,4,3.31,3.31,362.35,3.35,4.22,2.451,86.7,30.3,2.32,3.09,-20.0,12.78,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,3.14,3.14,2,0.0
200.300,2124,3.039,0.0,0.0,699,2.85,-0.26,0.000,954,OFF,OFF,4,3.41,3.41,364.83,3.36,4.36,2.453,86.7,30.2,2.23,3.09,-20.0,12.80,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.85,2.85,2,0.0
200.340,2007,3.039,0.0,0.0,661,3.14,-0.26,0.000,954,OFF,OFF,4,3.21,3.21,360.27,3.35,4.12,2.470,86.7,30.1,2.15,3.09,-20.0,12.78,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,3.14,3.14,2,0.0
200.380,2077,2.989,0.0,0.0,695,2.64,-0.26,0.000,954,OFF,OFF,4,3.35,3.35,363.09,3.35,4.28,2.487,86.7,30.1,2.19,3.09,-20.0,12.79,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.64,2.64,2,0.0
200.420,2016,3.020,0.0,0.0,668,2.79,-0.26,0.000,940,OFF,OFF,4,3.29,3.29,360.86,3.35,4.21,2.483,86.7,30.0,2.17,3.09,-20.0,12.81,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.79,2.79,2,0.0
200.460,1959,3.098,0.0,0.0,632,3.64,-0.26,0.000,938,OFF,OFF,4,3.20,3.20,358.57,3.34,4.11,2.499,86.7,29.9,2.05,3.08,-20.0,12.79,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,3.64,3.64,2,0.0
200.500,1950,3.039,0.0,0.0,642,3.52,-0.25,0.000,937,OFF,OFF,3,3.19,3.19,358.03,3.34,4.09,2.518,86.7,29.8,2.03,3.09,-20.0,12.79,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,3.52,3.52,2,0.0
200.540,1903,3.093,0.0,0.0,615,4.13,-0.25,0.000,921,OFF,OFF,3,3.18,3.18,356.58,3.34,4.00,2.530,86.7,29.7,1.93,3.09,-20.0,12.79,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,4.13,4.13,2,0.0
200.580,1791,3.070,0.0,0.0,583,5.63,-0.25,0.000,918,OFF,OFF,4,3.03,3.03,352.01,3.33,3.81,2.566,86.7,29.5,1.83,3.09,-20.0,12.77,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,5.63,5.63,2,0.0
200.620,1858,3.107,0.0,0.0,599,3.47,-0.24,0.000,893,OFF,OFF,3,2.97,2.97,350.34,3.33,3.74,2.581,86.7,29.3,1.99,3.09,-20.0,12.80,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,3.47,3.47,2,0.0
200.660,1946,3.012,0.0,0.0,646,1.50,-0.24,0.000,889,OFF,OFF,4,3.20,3.20,354.95,3.33,4.01,2.590,86.7,29.1,2.04,3.09,-20.0,12.79,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.50,1.50,2,0.0
200.700,1855,2.997,0.0,0.0,619,2.85,-0.24,0.000,873,OFF,OFF,4,3.14,3.14,354.09,3.33,4.02,2.591,86.7,29.0,1.89,3.09,-20.0,12.79,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.85,2.85,2,0.0
200.740,1850,3.102,0.0,0.0,597,2.68,-0.24,0.000,868,OFF,OFF,3,3.13,3.13,354.02,3.33,4.03,2.602,86.7,29.0,2.00,3.09,-20.0,12.81,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.68,2.68,2,0.0
200.780,1906,2.941,0.0,0.0,648,1.85,-0.24,0.000,847,OFF,OFF,4,3.28,3.28,356.23,3.32,4.19,2.617,86.7,28.9,2.01,3.09,-20.0,12.78,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.85,1.85,2,0.0
200.820,1914,2.957,0.0,0.0,647,1.80,-0.24,0.000,842,OFF,OFF,4,3.29,3.29,356.54,3.32,4.12,2.601,86.7,28.9,2.03,3.08,-20.0,12.79,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.80,1.80,2,0.0
200.860,1967,3.005,0.0,0.0,655,0.94,-0.24,0.000,817,OFF,OFF,4,3.36,3.36,358.66,3.33,4.28,2.608,86.7,28.9,2.08,3.09,-20.0,12.80,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,0.94,0.94,2,0.0
200.900,2025,2.964,0.0,0.0,683,0.69,-0.24,0.000,815,OFF,OFF,4,3.50,3.50,360.98,3.32,4.39,2.607,86.7,28.9,2.14,3.08,-20.0,12.77,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,0.69,0.69,2,0.0
200.940,2028,3.105,0.0,0.0,654,0.96,-0.24,0.000,809,OFF,OFF,3,3.43,3.43,361.06,3.33,4.38,2.590,86.7,29.0,2.10,3.09,-20.0,12.79,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,0.96,0.96,2,0.0
200.980,1979,2.971,0.0,0.0,667,1.43,-0.25,0.000,808,OFF,OFF,4,3.36,3.36,358.94,3.33,4.22,2.580,86.7,29.1,2.15,3.08,-20.0,12.81,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.43,1.43,2,0.0
201.020,2064,3.007,0.0,0.0,687,1.21,-0.25,0.000,803,OFF,OFF,4,3.37,3.37,360.47,3.33,4.30,2.569,86.7,29.1,2.16,3.08,-20.0,12.79,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.21,1.21,2,0.0
201.060,2029,3.064,0.0,0.0,662,1.23,-0.25,0.000,796,OFF,OFF,3,3.44,3.44,361.14,3.33,4.31,2.568,86.7,29.2,2.10,3.08,-20.0,12.82,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.23,1.23,2,0.0
201.100,2014,2.994,0.0,0.0,673,1.37,-0.25,0.000,795,OFF,OFF,4,3.37,3.37,360.62,3.34,4.30,2.553,86.7,29.3,2.15,3.09,-20.0,12.82,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.37,1.37,2,0.0
201.140,2031,2.991,0.0,0.0,679,1.32,-0.25,0.000,805,OFF,OFF,4,3.37,3.37,360.36,3.33,4.30,2.559,86.7,29.3,2.12,3.08,-20.0,12.80,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.32,1.32,2,0.0
201.180,2035,2.996,0.0,0.0,679,1.42,-0.25,0.000,806,OFF,OFF,4,3.44,3.44,361.38,3.34,4.30,2.559,86.7,29.3,2.18,3.09,-20.0,12.81,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.42,1.42,2,0.0
201.220,2050,3.041,0.0,0.0,674,1.66,-0.25,0.000,809,OFF,OFF,4,3.43,3.43,361.97,3.34,4.37,2.544,86.7,29.4,2.17,3.09,-20.0,12.82,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.66,1.66,2,0.0
201.260,2010,3.105,0.0,0.0,648,1.62,-0.25,0.000,809,OFF,OFF,3,3.35,3.35,360.38,3.33,4.28,2.549,86.7,29.4,2.07,3.08,-20.0,12.81,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.62,1.62,2,0.0
201.300,1953,3.030,0.0,0.0,645,2.21,-0.25,0.000,805,OFF,OFF,4,3.28,3.28,358.44,3.33,4.19,2.558,86.7,29.4,2.08,3.09,-20.0,12.81,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.21,2.21,2,0.0
201.340,1964,2.998,0.0,0.0,655,2.18,-0.25,0.000,805,OFF,OFF,4,3.28,3.28,358.59,3.34,4.20,2.553,86.7,29.4,2.09,3.09,-20.0,12.82,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.18,2.18,2,0.0
201.380,1937,3.090,0.0,0.0,627,2.18,-0.25,0.000,812,OFF,OFF,3,3.28,3.28,357.54,3.33,4.11,2.569,86.7,29.3,2.00,3.08,-20.0,12.80,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.18,2.18,2,0.0
201.420,1913,3.054,0.0,0.0,626,2.54,-0.24,0.000,812,OFF,OFF,3,3.27,3.27,357.27,3.33,4.10,2.571,86.7,29.2,2.02,3.09,-20.0,12.79,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.54,2.54,2,0.0
201.460,1881,2.932,0.0,0.0,642,3.07,-0.24,0.000,812,OFF,OFF,4,3.20,3.20,355.27,3.34,4.02,2.580,86.7,29.2,2.02,3.09,-20.0,12.80,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,3.07,3.07,2,0.0
201.500,1919,2.958,0.0,0.0,649,2.12,-0.24,0.000,811,OFF,OFF,4,3.27,3.27,356.71,3.33,4.10,2.589,86.7,29.1,2.06,3.08,-20.0,12.79,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.12,2.12,2,0.0
201.540,1837,2.985,0.0,0.0,616,1.82,-0.24,0.000,801,OFF,OFF,3,3.26,3.26,356.85,3.33,4.17,2.599,86.7,29.0,1.94,3.09,-20.0,12.78,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,1.82,1.82,2,0.0
201.580,1834,3.121,0.0,0.0,588,3.04,-0.24,0.000,801,OFF,OFF,3,3.12,3.12,353.20,3.33,4.01,2.602,86.7,29.0,1.93,3.09,-20.0,12.79,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,3.04,3.04,2,0.0
201.620,1861,2.952,0.0,0.0,631,2.72,-0.24,0.000,798,OFF,OFF,4,3.19,3.19,354.47,3.33,4.09,2.629,86.7,28.9,1.99,3.09,-20.0,12.79,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.72,2.72,2,0.0
201.660,1889,2.980,0.0,0.0,634,2.16,-0.24,0.000,787,OFF,OFF,4,3.28,3.28,355.60,3.33,4.18,2.634,86.7,28.8,2.03,3.09,-20.0,12.80,4.57,3.5,1450.3,ON,OFF,OFF,OFF,OFF,0.000,2.16,2.16,2,0.0
